name,category,description,status,input_channels,rmse_mean,rmse_std,rmse_median,rmse_min,rmse_max,rmse_count,mae_mean,mae_std,mae_median,mae_min,mae_max,mae_count,r2_mean,r2_std,r2_median,r2_min,r2_max,r2_count,correlation_mean,correlation_std,correlation_median,correlation_min,correlation_max,correlation_count,ssim_mean,ssim_std,ssim_median,ssim_min,ssim_max,ssim_count,csi_mean,csi_std,csi_median,csi_min,csi_max,csi_count,fss_mean,fss_std,fss_median,fss_min,fss_max,fss_count,csi_210_mean,csi_210_std,csi_210_median,csi_210_min,csi_210_max,csi_210_count,csi_220_mean,csi_220_std,csi_220_median,csi_220_min,csi_220_max,csi_220_count,csi_230_mean,csi_230_std,csi_230_median,csi_230_min,csi_230_max,csi_230_count,csi_240_mean,csi_240_std,csi_240_median,csi_240_min,csi_240_max,csi_240_count,csi_250_mean,csi_250_std,csi_250_median,csi_250_min,csi_250_max,csi_250_count
strong_rf_baseline,operational_baseline,Random Forest with Spatial Neighborhood Features,success,5,365.6403597660159,15.54025714924176,363.37960629116475,337.7908613818966,425.8484042652887,150,147.4556671229599,39.619337290937516,139.56944490757704,82.1775694017185,282.2787620823265,150,-35.10850304799859,105.7424507879951,-3.5071413276293093,-964.1057640718253,-0.05446853222253714,150,0.1107572475655372,0.09216022869794528,0.10618376438585296,-0.07391866249703397,0.4448110767132862,150,0.920775445205594,0.021410110866233296,0.9209902864915893,0.8646537843231962,0.965559962576362,150,0.0,0.0,0.0,0.0,0.0,150,1.0,0.0,1.0,1.0,1.0,150,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,150
