Model,rmse_mean,rmse_std,mae_mean,mae_std,sharpness_mean,sharpness_std,distribution_dist_mean,distribution_dist_std,csi_230K_mean,csi_230K_std,freq_230K_mean,freq_230K_std,csi_220K_mean,csi_220K_std,freq_220K_mean,freq_220K_std,csi_210K_mean,csi_210K_std,freq_210K_mean,freq_210K_std
attention_unet,15.033278,4.965115547180176,13.032611,4.721130847930908,2.4606369,0.8989335298538208,11.640602393459973,5.474889100515756,0.45545152900387886,0.32989236327343585,0.4921680798174822,0.326426685063966,0.19790309332972522,0.20093910676644486,0.19621547996049987,0.19240135872889444,0.06300422077227788,0.09579778541025186,0.06262948207171315,0.0913806318385631
lightweight_cnn,8.555523,3.2358105182647705,7.211766,2.902000904083252,0.99426115,0.2849748730659485,5.883694400847179,3.1200971383757805,0.40353064689227786,0.33037997336257724,0.4921680798174822,0.326426685063966,0.13538282053275102,0.16090550633578923,0.19621547996049987,0.19240135872889444,0.0036912027254805075,0.01844259736542075,0.06262948207171315,0.0913806318385631
original_unet,8.759256,3.25168776512146,7.486455,2.956282138824463,1.1162269,0.423211932182312,6.325421271827781,3.0585750568775962,0.4269665446683735,0.3457938251486626,0.4921680798174822,0.326426685063966,0.12247675330103797,0.13748048853236877,0.19621547996049987,0.19240135872889444,0.010739890754332841,0.03260500179155053,0.06262948207171315,0.0913806318385631
resnet_unet,11.153217,3.942446708679199,9.637927,3.660917043685913,3.7012866,2.309628963470459,7.870122215381929,3.926305578997789,0.4286393350300373,0.33597304639378006,0.4921680798174822,0.326426685063966,0.15440028393182947,0.14807934563662722,0.19621547996049987,0.19240135872889444,0.0029593982872445426,0.010076988687647032,0.06262948207171315,0.0913806318385631
