name,category,description,status,input_channels,rmse_mean,rmse_std,rmse_median,rmse_min,rmse_max,rmse_count,mae_mean,mae_std,mae_median,mae_min,mae_max,mae_count,r2_mean,r2_std,r2_median,r2_min,r2_max,r2_count,correlation_mean,correlation_std,correlation_median,correlation_min,correlation_max,correlation_count,ssim_mean,ssim_std,ssim_median,ssim_min,ssim_max,ssim_count,csi_mean,csi_std,csi_median,csi_min,csi_max,csi_count,fss_mean,fss_std,fss_median,fss_min,fss_max,fss_count,csi_210_mean,csi_210_std,csi_210_median,csi_210_min,csi_210_max,csi_210_count,csi_220_mean,csi_220_std,csi_220_median,csi_220_min,csi_220_max,csi_220_count,csi_230_mean,csi_230_std,csi_230_median,csi_230_min,csi_230_max,csi_230_count,csi_240_mean,csi_240_std,csi_240_median,csi_240_min,csi_240_max,csi_240_count,csi_250_mean,csi_250_std,csi_250_median,csi_250_min,csi_250_max,csi_250_count
mos_baseline,operational_baseline,Model Output Statistics (Pixel-wise Linear Regression),success,5,94.04356138872107,33.55237571799318,88.28466658731905,26.42124666609479,194.78690279379668,150,79.12677005767823,31.31413909865684,72.21223831176758,20.08230209350586,182.78323364257812,150,-16.378360295395055,56.833652539966046,-1.671580970287323,-549.1316528320312,0.1081676185131073,150,0.9785047518555801,0.01653360589051852,0.9819267525757556,0.9088218553743858,0.999139907912671,150,0.9678785113269051,0.02267676587313764,0.9678140951461792,0.9087924521737099,0.9990533530454636,150,0.0,0.0,0.0,0.0,0.0,150,1.0,0.0,1.0,1.0,1.0,150,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,150,1.0,0.0,1.0,1.0,1.0,150,1.0,0.0,1.0,1.0,1.0,150,1.0,0.0,1.0,1.0,1.0,150
