name,category,description,status,input_channels,rmse_mean,rmse_std,rmse_median,rmse_min,rmse_max,rmse_count,mae_mean,mae_std,mae_median,mae_min,mae_max,mae_count,r2_mean,r2_std,r2_median,r2_min,r2_max,r2_count,correlation_mean,correlation_std,correlation_median,correlation_min,correlation_max,correlation_count,ssim_mean,ssim_std,ssim_median,ssim_min,ssim_max,ssim_count,csi_mean,csi_std,csi_median,csi_min,csi_max,csi_count,fss_mean,fss_std,fss_median,fss_min,fss_max,fss_count,csi_210_mean,csi_210_std,csi_210_median,csi_210_min,csi_210_max,csi_210_count,csi_220_mean,csi_220_std,csi_220_median,csi_220_min,csi_220_max,csi_220_count,csi_230_mean,csi_230_std,csi_230_median,csi_230_min,csi_230_max,csi_230_count
svr_baseline,traditional_ml,Support Vector Regression with RBF Kernel,success,5,128.3721335476796,48.10959965138197,114.99524073242266,32.32572389960285,262.47591615840906,150,116.58302261899223,51.105274346056056,102.54400018602169,26.403133483944593,261.9155447538069,150,-19.577696883728734,61.85530263241797,-0.7232468872234958,-550.2601274040269,0.02154379543104068,150,0.04817253644870113,0.2044871178698866,0.03668811081582735,-0.6007989572256912,0.5956943450865758,150,0.6417253176030044,0.11042582959857364,0.6419672477164412,0.29318107038739694,0.9521785559769884,150,0.0,0.0,0.0,0.0,0.0,150,1.0,0.0,1.0,1.0,1.0,150,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,150
